AREA,PERIMETER,COUNT,GBCITY,GBPROV,GBCNTY,ENAME,A101001,A101002,A101003,A101004,A101005,A101006,A101007,A101008,A101009,A101010,A101011,A101012,A101013,A101014,A101015,A101016,A102001,A102002,A102003,A102004,A102005,A102006,A102007,A102008,A102009,A102010,A102011,A102012,A102013,A102014,A102015,A102016,A102017,A102018,A103001,A103002,A103003,A103004,A103005,A103006,A103007,A103008,A103009,A103010,A103011,A103012,A103013,A103014,A103015,A103016,A103017,A103018,A104001,A104002,A104003,A104004,A104005,A104006,A104007,A104008,A104009,A104010,A104011,A104012,A104013,A104014,A104015,A105001,A105002,A105003,A105004,A105005,A105006,A105007,A105008,A105009,A105010,A105011,A105012,A106001,A106002,A106003,A106004,A106005,A106006,A106007,A106008,A106009,A106010,A106011,A106012,A106013,A106014,A106015,A106016,A106017,A106018,A106019,A106020,A106021,A106022,A106023,A106024,A106025,A106026,A106027,A106028,A106029,A106030,A106031,A106032,A106033,A106034,A106035,A106036,A106037,A106038,A106039,A106040,A106041,A106042,A106043,A106044,A106045,A106046,A106047,A106048,A106049,A106050,A106051,A106052,A106053,A106054,A106055,A106056,A106057,A106058,A106059,A106060,A106061,A106062,A106063,A106064,A106065,A106066,A106067,A106068,A106069,A106070,A106071,A106072,A106073,A106074,A106075,A106076,A106077,A106078,A106079,A106080,A106081,A106082,A106083,A106084,A106085,A106086,A106087,A106088,A106089,A106090,A106091,A106092,A106093,A106094,A106095,A106096,A106097,A106098,A106099,A106100,A106101,A106102,A106103,A106104,A106105,A106106,A106107,A106108,A106109,A106110,A106111,A106112,A106113,A106114,A106115,A106116,A106117,A106118,A106119,A106120,A106121,A106122,A106123,A106124,A106125,A106126,A106127,A106128,A106129,A106130,A106131,A106132,A106133,A106134,A106135,A106136,A106137,A106138,A106139,A106140,A106141,A106142,A106143,A106144,A106145,A106146,A106147,A106148,A106149,A106150,A106151,A106152,A106153,A106154,A106155,A106156,A106157,A106158,A106159,A106160,A106161,A106162,A106163,A106164,A106165,A106166,A106167,A106168,testcount,testsum,testmean
0.385,3.921,1,6106,61,610626,Wuqi Xian,28594,27960,634,112524,58720,53804,109.14,108136,55614,52522,105.89,4388,3106,1282,242.28,3.87,112524,58720,53804,100441,51954,48487,9018,4793,4225,1873,1206,667,1192,767,425,0,0,0,108475,56897,51578,100441,51954,48487,6842,4176,2666,1192,767,425,0,0,0,6.31,7.34,5.17,10891,5999,4892,8618,4642,3976,359,219,140,1004,573,431,910,565,345,111332,57953,53379,97169,49812,47357,14163,8141,6022,12.72,14.05,11.28,112524,58720,53804,112471,58694,53777,3,0,3,38,20,18,0,0,0,2,1,1,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547,2588,0.4665585
0.231,2.272,1,6106,61,610627,Ganquan Xian,20642,20105,537,76705,40715,35990,113.13,73705,38300,35405,108.18,3000,2415,585,412.82,3.67,76705,40715,35990,66475,34639,31836,6767,3763,3004,1405,1137,268,2058,1176,882,0,0,0,72311,38063,34248,66475,34639,31836,3778,2248,1530,2058,1176,882,0,0,0,5.22,5.91,4.47,8172,4900,3272,4077,2295,1782,22,13,9,3629,2235,1394,444,357,87,74647,39539,35108,57420,30198,27222,17227,9341,7886,23.08,23.62,22.46,76705,40715,35990,76669,40693,35976,4,4,0,23,13,10,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,2497,0.750300481
0.41,3.641,1,6106,61,610628,Fu Xian,37637,36784,853,141760,75708,66052,114.62,136913,71785,65128,110.22,4847,3923,924,424.57,3.72,141760,75708,66052,128508,67407,61101,9699,5720,3979,1874,1453,421,1676,1127,549,3,1,2,136306,71949,64357,128508,67407,61101,6119,3414,2705,1676,1127,549,3,1,2,4.49,4.75,4.2,11573,7173,4400,5605,3100,2505,1486,893,593,3138,2175,963,1344,1005,339,140081,74580,65501,119897,63163,56734,20184,11417,8767,14.41,15.31,13.38,141760,75708,66052,141704,75673,66031,1,1,0,37,25,12,3,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5902,1179,0.199762792
0.18,2.382,1,6106,61,610629,Luochuan Xian,53706,51998,1708,200573,104581,95992,108.95,192683,100074,92609,108.06,7890,4507,3383,133.22,3.71,200573,104581,95992,187089,96862,90227,9396,5343,4053,1909,1174,735,2179,1202,977,0,0,0,195200,101451,93749,187089,96862,90227,5932,3387,2545,2179,1202,977,0,0,0,3.04,3.34,2.71,11305,6517,4788,6014,3414,2600,684,399,285,3549,1995,1554,1058,709,349,198394,103379,95015,169566,87377,82189,28828,16002,12826,14.53,15.48,13.5,200573,104581,95992,200512,104553,95959,3,1,2,40,19,21,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,2,0,2,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591,3603,1.390582787
0.293,2.959,1,6106,61,610630,Yichuan Xian,29881,29576,305,111685,57844,53841,107.43,110198,56956,53242,106.98,1487,888,599,148.25,3.73,111685,57844,53841,103313,53542,49771,6749,3430,3319,887,501,386,736,371,365,0,0,0,111179,57831,53348,103313,53542,49771,7130,3918,3212,736,371,365,0,0,0,6.41,6.77,6.02,7636,3931,3705,6564,3322,3242,385,206,179,461,273,188,226,130,96,110949,57473,53476,96272,49652,46620,14677,7821,6856,13.23,13.61,12.82,111685,57844,53841,111567,57783,53784,1,0,1,97,49,48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,11,6,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220,626,0.148341232
0.273,2.488,1,6106,61,610631,Huanglong Xian,15105,14877,228,49039,26312,22727,115.77,47658,25333,22325,113.47,1381,979,402,243.53,3.2,49039,26312,22727,44712,23642,21070,3249,1941,1308,737,466,271,341,263,78,0,0,0,47535,25329,22206,44712,23642,21070,2482,1424,1058,341,263,78,0,0,0,5.22,5.62,4.76,3986,2407,1579,2141,1264,877,70,44,26,1251,750,501,524,349,175,48698,26049,22649,37283,19896,17387,11415,6153,5262,23.44,23.62,23.23,49039,26312,22727,48625,26081,22544,67,35,32,77,43,34,3,2,1,0,0,0,8,6,2,0,0,0,13,8,5,1,1,0,0,0,0,230,124,106,0,0,0,6,5,1,0,0,0,4,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932,265,0.067395727
0.226,2.702,1,6106,61,610632,Huangling Xian,36679,35390,1289,133988,72811,61177,119.02,123096,63458,59638,106.41,10892,9353,1539,607.73,3.48,133988,72811,61177,110122,58463,51659,19189,11201,7988,2361,1508,853,2315,1639,676,1,0,1,117617,63043,54574,110122,58463,51659,5179,2941,2238,2315,1639,676,1,0,1,4.4,4.67,4.1,21550,12709,8841,7829,4244,3585,1556,878,678,9434,5594,3840,2731,1993,738,131672,71172,60500,86092,44996,41096,45580,26176,19404,34.62,36.78,32.07,133988,72811,61177,133804,72667,61137,12,11,1,80,64,16,7,3,4,3,3,0,17,16,1,7,7,0,6,3,3,3,3,0,3,1,2,17,10,7,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247,5192,1.599014475
0.054,1.223,1,6107,61,610702,Hantai Qu,159227,153172,6055,503871,258142,245729,105.05,456143,229634,226509,101.38,47728,28508,19220,148.32,2.98,503871,258142,245729,450774,229486,221288,42003,22416,19587,7511,4469,3042,3553,1756,1797,30,15,15,478682,243104,235578,450774,229486,221288,24325,11847,12478,3553,1756,1797,30,15,15,5.08,4.87,5.3,49514,26885,22629,1719,957,762,18667,9834,8833,19513,10409,9104,9615,5685,3930,500288,256371,243917,282222,140242,141980,218066,116129,101937,43.59,45.3,41.79,503871,258142,245729,499880,256186,243694,81,37,44,3456,1696,1760,10,5,5,6,5,1,13,6,7,6,3,3,18,13,5,2,1,1,34,12,22,297,135,162,9,4,5,0,0,0,0,0,0,27,17,10,0,0,0,0,0,0,7,7,0,1,1,0,0,0,0,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,5234,6.788586252
0.275,3.299,1,6107,61,610721,Nanzheng Xian,151116,149610,1506,478782,244735,234047,104.57,473013,240478,232535,103.42,5769,4257,1512,281.55,3.16,478782,244735,234047,470837,240177,230660,4618,2581,2037,1650,1122,528,1662,849,813,15,6,9,522831,271372,251459,470837,240177,230660,50317,30340,19977,1662,849,813,15,6,9,9.62,11.18,7.94,6268,3703,2565,4437,2707,1730,600,317,283,586,321,265,645,358,287,477105,243880,233225,415608,209515,206093,61497,34365,27132,12.89,14.09,11.63,478782,244735,234047,478396,244573,233823,47,22,25,186,84,102,3,3,0,0,0,0,8,4,4,4,0,4,1,0,1,4,2,2,6,2,4,113,42,71,5,2,3,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3964,3236,0.816347124
0.212,2.953,1,6107,61,610722,Chenggu Xian,147884,145230,2654,455408,234667,220741,106.31,445831,228086,217745,104.75,9577,6581,2996,219.66,3.07,455408,234667,220741,430003,220350,209653,21080,11911,9169,1684,1055,629,2634,1346,1288,7,5,2,482333,249684,232649,430003,220350,209653,49689,27983,21706,2634,1346,1288,7,5,2,10.3,11.21,9.33,22764,12966,9798,11945,6725,5220,295,184,111,7442,4233,3209,3082,1824,1258,452767,233316,219451,384429,194758,189671,68338,38558,29780,15.09,16.53,13.57,455408,234667,220741,454438,234175,220263,43,25,18,647,328,319,6,3,3,8,6,2,9,3,6,7,3,4,11,6,5,2,1,1,14,6,8,168,82,86,7,5,2,0,0,0,0,0,0,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3051,3287,1.077351688
0.311,2.905,1,6107,61,610723,Yang Xian,122146,120734,1412,384374,203120,181254,112.06,380650,200208,180442,110.95,3724,2912,812,358.62,3.15,384374,203120,181254,373143,195873,177270,8197,5285,2912,1370,1068,302,1661,892,769,3,2,1,420001,222826,197175,373143,195873,177270,45194,26059,19135,1661,892,769,3,2,1,10.76,11.69,9.7,9567,6353,3214,5508,3547,1961,394,268,126,2498,1895,603,1167,643,524,382710,202226,180484,332904,172468,160436,49806,29758,20048,13.01,14.72,11.11,384374,203120,181254,384111,202997,181114,17,9,8,103,37,66,9,3,6,1,0,1,15,9,6,5,2,3,0,0,0,3,3,0,3,1,2,87,47,40,4,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,6,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,2971,0.663465833
0.312,3.746,1,6107,61,610724,Xixiang Xian,108776,108474,302,345074,180970,164104,110.28,343219,179571,163648,109.73,1855,1399,456,306.8,3.16,345074,180970,164104,336143,175869,160274,6175,3446,2729,1549,1045,504,1200,607,593,7,3,4,383536,204180,179356,336143,175869,160274,46186,27701,18485,1200,607,593,7,3,4,12.04,13.57,10.31,7724,4491,3233,4767,2609,2158,428,262,166,1832,1205,627,697,415,282,343867,180360,163507,305756,159175,146581,38111,21185,16926,11.08,11.75,10.35,345074,180970,164104,340987,178878,162109,31,13,18,3995,2047,1948,4,3,1,2,0,2,21,11,10,3,2,1,2,2,0,1,0,1,4,2,2,10,5,5,3,0,3,1,1,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4483,1515,0.337943342
0.229,2.716,1,6107,61,610725,Mian Xian,118912,116279,2633,397131,204543,192588,106.21,378628,192254,186374,103.15,18503,12289,6214,197.76,3.26,397131,204543,192588,388659,199382,189277,5016,3187,1829,1437,751,686,2004,1211,793,15,12,3,413956,214405,199551,388659,199382,189277,23278,13800,9478,2004,1211,793,15,12,3,5.62,6.44,4.75,6453,3938,2515,3755,2387,1368,1355,709,646,858,565,293,485,277,208,395112,203320,191792,329625,165322,164303,65487,37998,27489,16.57,18.69,14.33,397131,204543,192588,396254,204052,192202,45,21,24,612,354,258,0,0,0,5,3,2,6,2,4,1,1,0,3,3,0,0,0,0,3,0,3,164,89,75,2,1,1,0,0,0,1,1,0,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,3060,0.926991821
0.316,3.492,1,6107,61,610726,Ningqiang Xian,85878,85473,405,313395,162701,150694,107.97,311551,161197,150354,107.21,1844,1504,340,442.35,3.65,313395,162701,150694,305488,158147,147341,5276,2847,2429,1341,1052,289,1289,655,634,1,0,1,328240,172599,155641,305488,158147,147341,21462,13797,7665,1289,655,634,1,0,1,6.54,7.99,4.92,6617,3899,2718,3290,1710,1580,242,141,101,1681,1159,522,1404,889,515,312105,162046,150059,284202,146223,137979,27903,15823,12080,8.94,9.76,8.05,313395,162701,150694,312592,162284,150308,2,1,1,756,393,363,3,2,1,0,0,0,2,1,1,1,0,1,5,2,3,1,0,1,4,3,1,21,11,10,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549,1409,0.309738404
0.272,2.479,1,6107,61,610727,Lueyang Xian,57204,55925,1279,201498,107981,93517,115.47,197151,104551,92600,112.91,4347,3430,917,374.05,3.53,201498,107981,93517,194522,103981,90541,4033,2392,1641,817,428,389,2124,1180,944,2,0,2,203393,108988,94405,194522,103981,90541,6745,3827,2918,2124,1180,944,2,0,2,3.32,3.51,3.09,4850,2820,2030,2057,1147,910,258,133,125,1139,674,465,1396,866,530,199372,106801,92571,150125,79627,70498,49247,27174,22073,24.7,25.44,23.84,201498,107981,93517,199958,107190,92768,16,2,14,1336,691,645,3,1,2,1,0,1,16,7,9,7,4,3,8,4,4,1,0,1,11,7,4,83,40,43,30,17,13,0,0,0,0,0,0,11,7,4,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3910,1694,0.433248082
0.324,3.148,1,6107,61,610728,Zhenba Xian,71873,71689,184,251522,135033,116489,115.92,250154,133947,116207,115.27,1368,1086,282,385.11,3.49,251522,135033,116489,248932,133474,115458,1701,988,713,291,179,112,598,392,206,0,0,0,274472,150200,124272,248932,133474,115458,24942,16334,8608,598,392,206,0,0,0,9.09,10.87,6.93,1992,1167,825,1502,887,615,97,59,38,201,115,86,192,106,86,250924,134641,116283,232624,123532,109092,18300,11109,7191,7.29,8.25,6.18,251522,135033,116489,251295,134913,116382,25,11,14,50,24,26,2,0,2,5,3,2,131,77,54,2,1,1,3,1,2,2,0,2,3,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4666,537,0.11508787
0.193,2.649,1,6107,61,610729,Liuba Xian,12822,12520,302,46294,25723,20571,125.04,43003,23024,19979,115.24,3291,2699,592,455.91,3.43,46294,25723,20571,42999,23224,19775,1614,1144,470,162,102,60,1519,1253,266,0,0,0,46283,25415,20868,42999,23224,19775,1765,938,827,1519,1253,266,0,0,0,3.81,3.69,3.96,1776,1246,530,61,33,28,113,79,34,864,584,280,738,550,188,44775,24470,20305,38063,20596,17467,6712,3874,2838,14.99,15.83,13.98,46294,25723,20571,46024,25557,20467,7,6,1,229,138,91,2,0,2,0,0,0,7,5,2,2,1,1,0,0,0,0,0,0,4,3,1,14,9,5,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,498,0.179783394
0.123,1.73,1,6107,61,610730,Foping Xian,9719,9513,206,33695,18731,14964,125.17,32874,18162,14712,123.45,821,569,252,225.79,3.46,33695,18731,14964,31562,17399,14163,1001,641,360,186,132,54,946,559,387,0,0,0,34898,19239,15659,31562,17399,14163,2390,1281,1109,946,559,387,0,0,0,6.85,6.66,7.08,1187,773,414,489,257,232,307,236,71,300,219,81,91,61,30,32749,18172,14577,27589,15194,12395,5160,2978,2182,15.76,16.39,14.97,33695,18731,14964,33683,18724,14959,1,0,1,3,3,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,220,0.124223602
0.72,5.732,1,6108,61,610802,Yuyang Qu,120203,117303,2900,451337,232951,218386,106.67,427257,219735,207522,105.89,24080,13216,10864,121.65,3.64,451337,232951,218386,381579,196452,185127,55839,28651,27188,8015,5073,2942,5894,2767,3127,10,8,2,399799,206558,193241,381579,196452,185127,12316,7331,4985,5894,2767,3127,10,8,2,3.08,3.55,2.58,63854,33724,30130,17002,8303,8699,29751,15116,14635,14284,8577,5707,2817,1728,1089,445433,230176,215257,325001,167664,157337,120432,62512,57920,27.04,27.16,26.91,451337,232951,218386,451213,232899,218314,57,12,45,21,12,9,3,2,1,12,9,3,4,3,1,1,1,0,3,0,3,4,1,3,1,1,0,9,6,3,1,1,0,0,0,0,2,1,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10373,9186,0.885568302
0.775,4.576,1,6108,61,610821,Shenmu Xian,97764,94840,2924,360774,193218,167556,115.32,344802,180082,164720,109.33,15972,13136,2836,463.19,3.64,360774,193218,167556,295708,154244,141464,54214,31713,22501,6640,4990,1650,4210,2269,1941,2,2,0,317561,167315,150246,295708,154244,141464,17641,10800,6841,4210,2269,1941,2,2,0,5.56,6.45,4.55,60854,36703,24151,35322,19871,15451,3858,2316,1542,12771,8512,4259,8903,6004,2899,356562,190947,165615,280978,148826,132152,75584,42121,33463,21.2,22.06,20.21,360774,193218,167556,360464,193056,167408,124,63,61,41,22,19,2,0,2,1,0,1,4,2,2,23,5,18,3,2,1,5,3,2,12,7,5,70,44,26,4,2,2,5,4,1,2,2,0,11,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11165,30346,2.717957904
0.336,3.349,1,6108,61,610822,Fugu Xian,60397,56927,3470,224957,121494,103463,117.43,210531,110525,100006,110.52,14426,10969,3457,317.3,3.7,224957,121494,103463,185086,97308,87778,31496,18471,13025,5829,4382,1447,2543,1331,1212,3,2,1,193206,101806,91400,185086,97308,87778,5574,3165,2409,2543,1331,1212,3,2,1,2.89,3.11,2.64,37325,22853,14472,22834,12850,9984,986,600,386,6804,4722,2082,6701,4681,2020,222411,120161,102250,185727,98914,86813,36684,21247,15437,16.49,17.68,15.1,224957,121494,103463,224841,121448,103393,43,17,26,28,14,14,2,1,1,2,0,2,2,2,0,15,3,12,3,0,3,0,0,0,0,0,0,14,6,8,2,0,2,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4847,19316,3.985145451
